Recipient,CPI_05,CPI_06,CPI_07,CPI_08,CPI_09,CPI_10,CPI_av,Australia ,Austria ,Belgium ,Canada ,Czech Republic,Denmark,Finland,France,Germany,Greece,Hungary,Iceland,Ireland,Italy,Japan,Korea,Luxembourg,Netherlands,New Zealand,Norway,Poland,Portugal,Slovak Republic,Slovenia,Spain,Sweden,Switzerland,United Kingdom,United States,Australia,Austria,Belgium,Canada,Czech Republic,Denmark,Finland,France,Germany,Greece,Hungary,Iceland,Ireland,Italy,Japan,Korea,Luxembourg,Netherlands,New Zealand,Norway,Poland,Portugal,Slovak Republic,Slovenia,Spain,Sweden,Switzerland,United Kingdom,United States,Australia,Austria,Belgium,Canada,Czech Republic,Denmark,Finland,France,Germany,Greece,Hungary,Iceland,Ireland,Italy,Japan,Korea,Luxembourg,Netherlands,New Zealand,Norway,Poland,Portugal,Slovak Republic,Slovenia,Spain,Sweden,Switzerland,United Kingdom,United States,Australia,Austria,Belgium,Canada,Czech Republic,Denmark,Finland,France,Germany,Greece,Hungary,Iceland,Ireland,Italy,Japan,Korea,Luxembourg,Netherlands,New Zealand,Norway,Poland,Portugal,Slovak Republic,Slovenia,Spain,Sweden,Switzerland,United Kingdom,United States,Australia,Austria,Belgium,Canada,Czech Republic,Denmark,Finland,France,Germany,Greece,Hungary,Iceland,Ireland,Italy,Japan,Korea,Luxembourg,Netherlands,New Zealand,Norway,Poland,Portugal,Slovak Republic,Slovenia,Spain,Sweden,Switzerland,United Kingdom,United States,Australia,Austria,Belgium,Canada,Czech Republic,Denmark,Finland,France,Germany,Greece,Hungary,Iceland,Ireland,Italy,Japan,Korea,Luxembourg,Netherlands,New Zealand,Norway,Poland,Portugal,Slovak Republic,Slovenia,Spain,Sweden,Switzerland,United Kingdom,United States
      Rwanda,3.1,2.5,2.8,3,3.3,4,3.116666667,0,4.91,28.45,11.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
      Saint Helena,,,,,,,,0,0,0,0,0,0,1.88,9.47,18.92,0.02,0,0,2.52,0.2,2.45,0.11,1.63,28.41,0.14,4.96,0.02,0.63,0,0,0.84,24.88,7.97,83.05,68.32,0.09,0.44,36.46,6.42,0.01,1.58,0.45,10.34,19.58,0.03,0,0,3.46,0.58,11.7,0.34,3.07,23.82,0.08,4.01,0.08,0.6,0,0,1.89,18.03,6.37,92.77,90.02,0.49,1.35,38.6,9.1,0.02,1.16,1.26,4.74,21.01,0.04,0,0,2.86,2.26,18.32,0.81,5.45,24.16,0.03,6.64,0.46,0.61,0,0,7.05,20.04,7.19,82.78,102.57,0.25,1.34,55.13,12.95,0.02,2.07,0.94,3.23,21,0.06,0,0,2.62,2.28,14.81,1.51,7.16,31.15,0,2.96,0.59,0.51,0,0.02,19.33,12.66,6.15,93.68,130.1,0.31,1.27,71.36,13.51,0.19,1.98,0.97,2.92,38.35,0.03,0,0,1.75,1.48,16.15,2.86,4.99,44.95,0,3.26,0.2,0.72,0,0.02,20.07,13.09,6.47,96.15,160.49,0.4,1.16,62.98,50.8,0.02,2.01,0.2,3.59,43.96,0.02,0,0,2.25,1.16,16.59,7.46,4.85,34.07,0,3.62,0.07,0.48,0,0.03,1.5,23.1,5.8,113.16,151.9
      Saint Kitts and Nevis,,,,,,,,0,0,0,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.75,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.58,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.18,0
      Saint Lucia,,,6.8,7.1,7,,6.966666667,0,0,0,2.35,0,0,0,-0.04,0,0.04,0,0,0,0,0.61,0.13,0,0,0,0,0,0,0,0,0,0,0,0,-0.84,0.01,0,0,0.02,0,0,0,0.01,0,0.01,0,0,0,0,3.92,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.85,0,0,0,3.29,0,0,0,-0.03,0,0.03,0,0,0,0,0.75,0.1,0,0,0,0,0.03,0,0,0,0,0,0,0.01,-0.87,0,0.01,0,0.17,0,0,0,0.29,0,0,0,0,0,27.88,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9,0,0.01,0,2.39,0,0,0,-0.04,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.02,0,0,0,-0.93,0.22,0.03,0,0.03,0,0,0,-0.07,0.05,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0.03,0,0,0,-0.97
      Saint Vincent and the Grenadines,,,6.1,6.5,6.4,,6.333333333,0,0,0,2.19,0,0,0,2.78,0.01,0,0,0,0.1,0,1.12,0.11,0,0,0.1,0,0,0,0,0,0,0,0,0.16,0,0.02,0,0,0.21,0,0,0,-0.14,0.01,0.01,0,0,0.19,0,1.79,0.01,0,0,0.14,0,0,0,0,0,0.01,0,0,0,0.06,0,0.02,0,3.31,0,0,0,1.33,0.02,0.03,0,0,0.07,0,1.9,0.16,0,0,0.11,0,0,0,0,0,0.02,0,0,0.03,0.02,0,0,0,0.35,0,0,0,-1.91,0.02,0,0,0,0.01,0,1.23,0,0,0,0.08,0,0,0,0,0,0,0,0,0.07,0.02,0,0.06,0,2.43,0,0,0,-2.1,0.1,0,0,0,0.05,0,4.84,0,0,0,0.06,0,0,0,0,0,0,0,0,0.01,0,0.58,0,0,0.12,0,0,0,-2.06,0.05,0,0,0,0.05,0,1.85,0.09,0.03,0,0.1,0,0,0.04,0,0,0.07,0,0,0.02,0
      Samoa,,,4.5,4.4,4.5,4.1,4.375,15.38,0,0,0.24,0,0,0,0.02,0,0,0,0,0,0,10.75,0.13,0,0,5.28,0,0,0,0,0,0,0,0,0,1,16.38,0,0,0,0,0,0,-0.01,0,0.01,0,0,0,0,15.43,0.1,0,0,9.58,0,0,0,0,0,0.02,0,0,0,0.87,13.67,0,0,0.36,0,0,0,0.03,0,0.03,0,0,0,0,7.93,0.18,0,0,6.95,0,0,0,0,0,0,0,0.03,0,1.15,12.55,0,0,0.15,0,0,0,0.04,0.02,0,0,0,0,0.05,4.01,0.22,0,0,8.61,0,0,0,0,0,0,0,0,0.19,0.92,18.98,0,0,0.36,0,0,0,-0.01,0.18,0,0,0,0,0,12.09,0.15,0.06,0,12.81,0,0,0,0,0,0.01,0,0,0.19,1.63,36.78,0,0,0.06,0,0,0,-0.03,0.01,0,0,0,0,0,19.64,0.03,0,0,18.55,0,0,0,0,0,0.01,0.02,0.05,0.25,1.61
      Sao Tome and Principe,,,2.7,2.7,2.8,3,2.8,0,0.01,0,1.33,0,0,0,0.53,0,0,0,0,0,0,2.75,0.07,0,0,0,0,0,0,0,0,0.01,0,0,0.16,-0.12,0.07,0,0,0.24,0,0,0,0.64,0,0.01,0,0,0,0,1.27,0.06,0,0,0,0,0,0,0,0,0,0,0,0,-0.08,0,0,0,3.52,0,0,0,0.22,0,0.03,0,0,0,37.18,2.38,0.14,0,0,0.02,0,0,0,0,0,0,0,0,0,-0.15,0,0.15,0,0.29,0,0,0,-0.28,0.33,0,0,0,0,0,7.9,0,0,0,0.07,0,0,0,0,0,0,0,0,0.02,-0.16,0,0.06,0,2.3,0,0,0,-0.99,0.02,0,0,0,0,0,2.78,0,0,0,0.06,0.12,0,0,0,0,0,0,0,0,-0.07,0.42,0,0,0.25,0,0,0.16,-0.94,0.03,0,0,0,0,0,0.63,0.02,0,0,0.06,0,0,0.01,0,0,0,0,0,0.02,0.2
      Saudi Arabia,3.4,3.3,3.4,3.5,4.3,4.7,3.766666667,0,0.04,0,0,0.01,0,0,3.64,0.01,0.02,0,0,0,0,1.31,0.04,0.05,0,0,0.13,0,11.76,0,0,0.22,0.02,0,0,0.17,0,0.01,-0.19,0.27,0.01,0,0.09,3.06,2.24,0.03,0,0,0,0.23,0.03,0,0.11,0,0,0.09,0,11.07,0,0,0.52,0.02,0,0,0.53,0,0.01,0,1.45,0.01,0,0,3.82,5.85,0.04,0,0,0,0.75,2.92,0,0.09,0,0,0.03,0,11.45,0,0,1.09,0,0,0,0.26,0,0.01,1.19,0.23,0.01,0,0,2.79,0.03,0.02,0,0,0,0.18,6.03,0.13,0,0,0,0.01,0,10.86,0,0,0.16,0,0,0,0.23,0,0.01,0,0.31,0.01,0,0,1.87,0.01,0.02,0,0,0,0,0.32,0,0,0,0,0,0,12.41,0,0,1.16,0,0,0,0.44,0,0.01,0,0,0,0,0,2.08,0.02,0.02,0,0,0,0,2.62,0,0,0,0,0,0,22.5,0,0,1.07,0,0,0,0.02
      Senegal,3.2,3.3,3.6,3.4,3,2.9,3.233333333,0,1.89,17.54,26.56,0,0,0,6.12,1.26,0.03,0,0,0,0,4.45,0.17,0,0.05,0,0,0.03,0,0,0,0,0,0,0,0.5,0,0.03,0,0,0,0,0,4.38,1.09,0.23,0,0,0,0,4.23,0.01,0,0,0,0.02,0,0,0,0,0,0,0,0,0.79,0,0.06,0,0,0,0,0,6.15,1.39,0.32,0,0,0,0,-144.46,0.15,0,0,0,0,0,0,0,0,0,0,0,0.66,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
      Serbia,2.8,3,3.4,3.4,3.5,3.5,3.266666667,0.4,36.87,1.6,10.38,7.69,8.54,9.38,11.44,69.35,47.87,10.24,0,1.09,16.65,104.39,0.28,7.51,10.75,0,37.46,19.87,7.65,2.8,0,16.13,37.72,65.9,94.24,222.07,0,57.3,21.84,51.38,6.27,0.88,10.22,107.28,204.43,33.3,0.11,0.15,1.84,130.04,7.73,0.25,7.45,20.58,0,32.88,0.18,7.16,0.59,0,5.2,45.68,133.69,175.51,170.54,0.21,29.13,0.51,7.51,8.53,3.14,4.71,6.38,71.35,29.75,0.97,0.17,0.91,20.31,6.78,0.03,6.18,2.7,0,36.47,-2.84,18.85,1.07,0,2.08,30.76,59.8,13.49,118.79,0.19,29.21,4.39,4.1,5.91,0.77,14.8,14.44,92.37,27.53,2.88,0.31,1.09,15.59,4.91,1.14,7.91,4.87,0,36.7,-1.9,9.36,2.49,2.06,12.68,34.66,63.44,11.3,104.7,0.02,10.93,0.43,4.72,3.63,0.27,0.29,10.61,99.88,1.97,1.71,0.08,0.25,2.25,10.14,1.99,1.04,2.17,0,18.19,-2.87,0.08,1.16,1.57,3.23,22.5,12.45,8.26,51.15,0,12.09,0.79,0.67,2.96,0.33,6.87,12.16,114.9,9.74,2.84,0,0.04,2.05,3.77,0.07,0.62,3.27,0,16.83,-2.78,10.97,1.17,0.84,0.37,16.11,12.76,5.76,62.94
      Seychelles,4,3.6,4.5,4.8,4.8,4.8,4.416666667,0.01,0,0.57,0.88,0,0.79,0.62,158.33,35.09,0.04,0,0,0.2,12.02,24,0.34,12.17,20.45,0,0.83,0.02,0.08,0,0,81.67,0.6,4.08,7,53.49,0,3.91,23.04,17.58,0.03,0.94,0.7,280.98,35.17,0.04,0,0,0.24,1.76,31.66,0.86,15.99,18.84,0,0.6,0.16,0.09,0,0,17.09,0.64,4.97,9.82,43.76,0.06,2.73,20.65,45.2,0.06,0.24,0.31,154.37,24.7,0.01,0,0,0.21,5.62,29.96,2.34,15.45,19.42,0,0.59,0.25,0.13,0,0,34.78,0.17,3.61,10.05,44.34,0,2.78,17.67,66.57,0.29,0.24,0.41,153.13,23.8,0.22,0,0,0.21,7.17,20.97,11.44,19.81,30.46,0,0.4,0.11,0.12,0,0.05,45.97,0.25,2.78,0.91,79.39,0.17,2.87,16.76,53.73,0.18,-4.47,0.47,118.09,19.33,0.14,0,0,0.19,16.12,35.38,7.32,21.12,37.88,0,0.45,0.03,0.09,0,0,47.61,1.34,2.9,6.98,74.44,0.37,0.85,15.89,49.08,0.02,0.21,0.93,137.08,20.99,0,0,0,0.07,6.36,40.13,16.14,17.56,25.9,0,0.25,0.02,0.23,0,0,38.43,0.39,2.12,0.99,110.9
      Sierra Leone,2.4,2.2,2.1,1.9,2.2,2.4,2.2,0.01,0.22,0,7.83,0,0,0,5.05,0.09,0.01,0,0,0,0,1.08,0.03,0,0,0.01,0,0,0,0,0,0,0,0.22,0.02,0.01,0.06,0,2.04,0.24,0,0,0,2.46,0.07,0.01,0,0,0,0,1.75,0.02,0,0,0,0,0,0.19,0,0,0,0,0,0.02,0.13,0,0.03,0,0.48,0,0,0,0.59,0.07,0.04,0,0,0,0,0.71,0.08,0,0,0.03,0,0,0,0,0,0,0,0,-0.75,0.16,0,0,0,0.22,0,0,0,2.37,0.05,0.01,0,0,0,0.04,1.35,0.01,0,0,0.03,0,0,0,0,0,0,0,0,0.07,0.01,0,0,0,0.21,0,0,0,1.94,0.07,0,0,0,0,0,6.86,0,0,0,0.06,0,0,0,0,0,0,0,0,0.06,0.01,0,0,0.91,0,0,0,0,9.14,0.47,0,0,0,0,7.36,6.96,0.01,0,0,0.06,0,0,0,0,0,-0.65,0,0,0.04,0.01
      Singapore,9.4,9.4,9.3,9.2,9.2,9.3,9.3,0,0,0,0,0.02,1.34,0.9,2.1,6.49,0.03,0,0,7.48,0.73,1.79,0.09,0.3,7.2,0.07,4.58,0,0.1,0,0,2.42,2.21,2.94,61.4,26.13,0.38,0.06,1.57,5.37,0.06,0.42,0.96,1.89,10.86,0.01,0,0,10.54,1.93,39.6,0,0,5.63,0.03,2.71,0.03,0.11,0,0,1.67,3.99,1.39,63.76,24.4,0.18,0.56,12.43,5.39,0.05,1.58,0.89,36.44,33.25,0.13,0,0,14.15,39.78,28.24,0.11,0.21,40.9,0.13,2.22,0,0.15,0,0,2.64,1.6,30.27,76.83,23.63,0,0.03,0.09,3.79,0.04,1.97,1.29,1.02,12.72,0.24,0,0,13.09,0.55,11.79,0,0.39,0.02,0.03,2.85,0.04,0,0,0.06,2.61,2.06,0.83,86.85,17.5,0.17,0.32,0.55,8.76,0.02,2.61,1.3,0.27,13.74,0.17,0,0.07,11.77,5.65,28.34,0,0.13,1.2,0.04,2.81,0.01,0,0,0.02,2.72,1.61,0.82,85.89,18.7,0.28,0.12,0.1,28.58,0.02,4.22,1.44,0.28,12.12,0.14,0,0,11.15,0.3,8.88,0.1,0.09,0.95,0.02,2.48,0.01,0.01,0,0.02,1.64,0.46,0.06,90.37,22.92
      Slovenia,6.1,6.4,6.6,6.7,6.6,6.4,6.466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
      Solomon Islands,,,2.8,2.9,2.8,2.8,2.825,182.57,0,0,0.42,0,0,0,-0.61,0,0,0,0,0,0,12.16,0.04,0,4.91,12.83,0,0,0,0,0,0,0,0,0,0.02,179.93,0,0,0.25,0,0,0,0.03,0.02,0.01,0,0,0,0,13.13,0.13,0,0,23.05,0,0,0,0,0,0,0,0,0.17,0.01,213.99,0.07,0,0.74,0.02,0,0,0.03,0.06,0.03,0,0,0,0.04,14.45,0.5,0,0,19.43,0,0,0,0,0,0,0.07,0,0.24,0.35,187.7,0,0,0.4,0,0,0,0.02,0,0,0,0,0,0.45,7.91,0.07,0,0,24.92,0,0,0,0,0,0.24,0.06,0,0.23,0.02,179.91,0,0,0.22,0,0,0,0,0.01,0,0,0,0.03,0,4.53,0,0,0,33.23,0,0,0.08,0,0,0,0,0,0.25,0.07,218.47,0,0,0.04,0,0,0.07,0,0.01,0,0,0,0.01,0,11.87,0.01,0,0,26.61,0.01,0,0,0,0,0,0,0,0.23,0.25
      Somalia,2.1,,1.4,1,1.1,1.1,1.34,0,0.36,0,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
      South Africa,4.5,4.6,5.1,4.9,4.7,4.5,4.716666667,6.1,1.06,18.97,16.42,0,5.38,6.14,0.55,5.26,0.01,0,0,2.93,11.44,0,0.17,0.12,14.24,1.22,34.51,0.01,0.12,0,0,0.07,13.76,1,10.81,44.18,2.92,0.02,1.39,7.35,0.06,6.8,6.85,1.65,7.09,0.05,0,0,6.19,8.48,0.22,0.08,0.78,13.58,0.22,34.07,0.02,0,0,0,2.13,13.67,3.39,51.68,110.47,3.26,0.3,2.52,12.16,0.03,9.02,11.59,5.38,12.36,0.1,0,0,9.47,5.93,3.62,0,1.2,10.73,0.56,38.57,0.02,0.01,0,0,1.9,23.72,4.49,22.99,66.34,0,0.19,2.16,19.8,0.26,14.55,12.07,6.88,8.63,0.37,0,0,8.16,21.2,19.42,0.11,1.89,15.05,0.9,34.84,0,0,0,0.01,11.36,21.96,8.52,71.41,268.99,1.66,0.08,3.02,25.37,0.22,18.74,7.22,3.96,18.26,0.37,0,0,6.43,5.02,17.14,0,1.07,12.28,0.14,30.51,0,0,0,0.01,42.38,28.81,7.34,46.82,214.4,4.41,0.1,5.1,3.79,0.14,15.44,8.59,3.05,11.34,0.02,0,0,6.16,9.32,21.13,0.01,0.79,8.05,0.04,26.26,0.01,0,0,0,4.97,23.7,9.6,66.43,73.39
      South Sudan,,,,,,,,0,0,0,0,0,19.63,14.35,28.47,37.83,0.81,0,0,16.89,3.33,13.82,0.08,3.09,55.49,1.84,15.86,0.02,0.66,0,0,0.4,24.32,10.86,71.2,139.65,3.88,0.81,25.03,11.47,0,26.28,15.36,155.18,40.92,1.1,0,0,17.51,1.71,14.62,0.14,0.95,51.43,1.84,14.23,0.01,0.25,0,0,0.99,22.74,12.21,1.45,163,2.39,1.6,13.39,13.17,0,19.33,7.4,91.75,92.38,0.75,0,0,16.3,5.06,4.38,0.11,0.38,38.93,1.52,14.04,0.06,0.09,0,0,0.95,17.8,11.07,-20.46,256.62,2.39,1.31,17.6,13.3,0,23.57,12.76,26.68,128.6,1.15,0.04,0.07,22.91,9.64,3.06,0.54,0.36,29.14,1.25,14.86,0.07,0.12,0,0,0.48,11.08,9.47,106.45,419.68,3.07,1.22,15.74,12.81,0,17.46,11.97,-13.04,75.77,0.78,0.3,0.06,13.11,1.7,3.53,0.7,0.28,40.5,1.1,33.07,0.31,0.04,0,0.01,4.27,9.6,5.73,72.05,576.11,3.01,1.09,13.73,14.26,0.02,18.93,5.2,41.53,35.97,0.73,0.19,0,7.89,0.25,5.17,0.3,0.34,31.15,1.08,20.57,0.03,0.04,0,0.02,0.94,13.1,7.98,41.88,571.25
      Sri Lanka,3.2,3.1,3.2,3.2,3.1,3.2,3.166666667,55.24,10.43,5.61,51.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
      States Ex-Yugoslavia,,,,,,,,0,0.44,0,0,0.45,7.88,0,2.47,0,0,0,0.03,1.17,3.35,0.21,0,0.17,0,0,17.42,0,0.79,0,0,0,0.3,0.03,3.99,0,0.2,0.33,0,0,0.13,11.58,0,0.99,0,0,0.4,0,0,17.6,0.12,0,0.19,0,0,16.55,0,0.67,0,0,0,0,-5.54,0,94.83,0,0.53,0,0,0,7.94,2.78,1.34,0,0,0.07,0,0,0.9,0.12,0,1.58,0,0,0.04,0.05,0.75,0,0,5.89,0.88,-5.63,0,5.45,0,6.91,0,0,0.57,9.98,0,2.89,0,0,0,0.27,1.53,2.58,0.06,0,0,0,0,0.37,0,0.71,0,0.66,0.85,0,-5.87,0,0.31,0,3.97,0,0,0,0,0,1.93,0,0,0,0,0.49,0.14,0,0,0,0,0,0.27,0,0.85,0,2.66,0,0,0,0,0.34,0,2.45,0.05,0,0,0,0,1.83,0,0,0,0,0,0.33,0,0,0.01,0,0,0.21,0,0.6,0,2.2,0,0,0,0,0
      Sudan,2.1,2,1.8,1.6,1.5,1.6,1.766666667,17.59,0.95,3.23,24.55,0.27,25.43,5.2,8.33,76.94,4.52,0,0.95,4.82,21.49,268.67,35.99,0.02,56.16,4.18,73.17,0.02,0.55,0,0,3.5,55,15.2,13.9,70.72,28.21,5.93,0.78,15.81,0.28,39.47,4.95,-0.68,64.55,2.29,0,1.7,0.35,2.47,186.02,22.84,1.14,14.45,1.92,37.62,0.01,1.18,0,0,6.74,21.2,9.04,6.67,33.85,18.68,3.69,1.39,28.99,1.05,8.14,5,5.71,19.38,3.3,0,2.89,0.86,0.76,41.41,31.99,0.49,12.64,1.89,39.37,0.11,0.01,0,0,12.33,21.21,10.78,10.03,37.84,22.18,4.33,1.88,38.18,0.2,17.8,5.3,15.89,9.54,1.39,0,2.29,0.39,2.89,80.69,22.65,0.42,15.88,1.14,24.1,0.07,0.02,0,0.01,20.24,13.62,8.19,1.64,57.4,46.45,1.95,4.8,24.65,0.39,31.49,5.05,10.64,-4.87,0.02,0,1.05,0.24,3.24,69.35,19.17,1.11,2.23,1.82,32.26,0.09,0,0,0.03,14.96,17.96,10.4,19.42,35.54,52.66,1.45,0.2,9.93,0.17,-1.87,2.97,39.35,-5.8,0.16,0.04,0,0.22,0.64,112.98,47.26,0.67,3.13,0.2,24.08,0.03,0.04,0,0,-0.62,10.12,10.65,-9.06,31.42
      Suriname,3.2,3,3.5,3.6,3.7,,3.4,0,0,1.23,0.89,0.1,25.29,12.81,18.33,45.91,1.09,0,0.13,12.62,17.33,1.81,0.77,3.04,154.77,4.54,108.74,0.03,0.17,21.64,0,9.63,48.38,17.67,199.09,907.66,11.98,1.16,2.29,81.62,0.24,34.8,13.79,14.38,51.21,0.9,0,0.12,17.8,12.54,39.22,0.67,3.75,92.84,2.43,107.88,0.06,1.63,17.41,0,12.5,49.02,16.65,209.6,857.1,22.08,1.23,7.03,66.78,0.51,40.11,16.21,12.06,33.62,2.32,0,0.08,21.15,17.89,48.37,1.29,3.44,175.71,2.46,107.02,0.69,0.25,16.91,0,23.73,62.61,13.92,179.77,802.87,5.54,0.65,2.28,76.19,0.28,31.86,7.62,9.07,40.52,2.25,0,0.39,18.99,29.18,91.5,2.93,3.13,126.63,2.12,94.5,0.95,0.83,0.12,0.03,29.3,57.12,16.81,186.8,940.05,10.02,0.54,2.76,103.58,0.05,30.84,11.81,8.68,41.18,1.67,0,0.55,12.92,16.72,84.04,1.69,3.37,80.69,0.68,84.27,0.01,0,0.08,0.01,20.88,53.6,17.54,312.91,1050.09,8.75,0.39,12.07,93.71,0.05,31.8,20.21,8.79,35.66,0.83,0.01,0,13.2,11.3,86.56,1.7,2.46,74.92,0,97.02,0.05,0,0.65,0.03,19.38,54.14,18.27,126.92,756.2
      Swaziland,2.7,2.5,3.3,3.6,3.6,3.2,3.15,0.01,0,0,4.25,0,0,0,1.23,0.06,0,0,0,0,0,0.17,0.07,0,29.2,0,0,0,0,0,0,0,0,0,0,1.03,0,0,1.3,0.33,0,0,0.01,1.61,0.07,0.01,0,0,0,16.36,0.41,0.08,0,33.14,0,0,0,0,0,0,0,0,0,0,1.36,0,0,0.49,1.2,0,0,0,3.1,0.05,0.03,0,0,0,0,2.73,0.25,0,107.63,0,0,0.03,0,0,0,0,0,0,0,-9.94,0,0,1.37,0.23,0,0,0.07,0.47,0.01,0,0,0,0,0,3.28,0,0,54.3,0,0,0,0,0,0,0,0,0,0,-0.11,0,0.02,1.75,1.43,0,0,0.07,3.49,0.03,0,0,0,0,0,0.2,0,0,95.76,0,0,0,0,0,0,0.11,0,0,0,0.7,0.09,0,2.01,0.11,0,0,0.08,0.63,0.08,0,0,0,0,0,0.01,0.01,0,65.92,0,0,0,0,0,0,0,0,0,0,0.16
      Syrian Arab Republic,3.4,2.9,2.4,2.1,2.6,2.5,2.65,0,0.76,0,2.11,0,-1.06,0.04,0.18,-1.22,0,0,0,0.02,0.32,22.25,0.07,0,0.08,0,0.5,0,0,0,0,0,0,0,-9.45,2.01,0.43,0,0,0.99,0,-1.06,0.05,0.22,-3.07,0.04,0,0,0.14,0.41,10.67,0.06,0,0.02,0,0.43,0,0,0,0,0,0.01,0,0.23,2.15,0.75,0.02,0.16,1.28,0,-1.46,0.29,0.26,-5.39,0,0,0,1.39,1.15,6.81,0.33,0,0.03,0.01,0.68,0,0,0,0,0,0,0.03,1.94,3.93,0.25,0.01,0.02,0.57,0,-0.85,0.23,0.24,-0.84,0.08,0,0,0.26,0.77,2.65,0.2,0,0,0,1.81,0,0,0,0,0,0,0.16,2.34,9.62,0.44,0,0,0.89,0,-1.17,0.27,0.13,-0.21,0,0,0,0.15,0.04,0.9,0.12,0.35,0,0.14,2.96,0,0,0,0,0.94,0.14,0.02,-4.06,17.13,0.3,0,0,0.65,0,-0.59,0.18,0.14,-0.57,0,0,0,0.05,0.34,3.17,0.2,0.62,0,0,1.34,0,0,0,0,0,0,0.12,0.02,25.27
